timestamp,timestamp_ms,oi,oi_usd,ls_ratio,long_pct,short_pct,top_ls_ratio,top_long_pct,top_short_pct,futures_taker_ratio,futures_buy_vol,futures_sell_vol
2026-05-09 11:30:00,1778326200000,2256188.206,5221699422.08434,2.3434,0.7009,0.2991,1.9138,0.6568,0.3432,0.6335,1952.295,3081.657
2026-05-09 11:45:00,1778327100000,2256895.892,5219635974.223,2.3467,0.7012,0.2988,1.9189,0.6574,0.3426,2.0424,3890.268,1904.774
2026-05-09 12:00:00,1778328000000,2257362.963,5223769494.824179,2.3478,0.7013,0.2987,1.9189,0.6574,0.3426,1.1629,4814.617,4140.27
2026-05-09 12:15:00,1778328900000,2258283.518,5224177593.53012,2.3167,0.6985,0.3015,1.8752,0.6522,0.3478,0.9111,6248.48,6858.086
2026-05-09 12:30:00,1778329800000,2256277.651,5225561602.49251,2.3135,0.6982,0.3018,1.8703,0.6516,0.3484,0.5853,1700.048,2904.612
2026-05-09 12:45:00,1778330700000,2256772.238,5223141370.79434,2.3113,0.698,0.302,1.8703,0.6516,0.3484,1.0559,1845.601,1747.89
2026-05-09 13:00:00,1778331600000,2257015.197,5226431526.104376,2.3124,0.6981,0.3019,1.8703,0.6516,0.3484,0.783,2550.011,3256.592
2026-05-09 13:15:00,1778332500000,2257329.26,5225468930.6814,2.3102,0.6979,0.3021,1.8686,0.6514,0.3486,0.882,5142.499,5830.204
2026-05-09 13:30:00,1778333400000,2257969.376,5223157340.25696,2.3058,0.6975,0.3025,1.867,0.6512,0.3488,0.4381,3246.734,7411.59
2026-05-09 13:45:00,1778334300000,2259772.452,5224752618.628322,2.3025,0.6972,0.3028,1.8645,0.6509,0.3491,1.3977,3429.726,2453.864
2026-05-09 14:00:00,1778335200000,2259982.169,5228513947.62488,2.2852,0.6956,0.3044,1.8433,0.6483,0.3517,0.8689,4306.84,4956.71
2026-05-09 14:15:00,1778336100000,2260023.6,5226530577.36,2.283,0.6954,0.3046,1.8425,0.6482,0.3518,0.5764,21026.785,36479.841
2026-05-09 14:30:00,1778337000000,2255600.387,5203782872.82835,2.2927,0.6963,0.3037,1.8588,0.6502,0.3498,0.5131,11257.892,21939.623
2026-05-09 14:45:00,1778337900000,2255715.178,5206168073.67222,2.2895,0.696,0.304,1.8612,0.6505,0.3495,0.5598,10729.583,19166.79
2026-05-09 15:00:00,1778338800000,2253346.821,5199000368.3353,2.2895,0.696,0.304,1.8596,0.6503,0.3497,0.6184,39884.588,64500.835
2026-05-09 15:15:00,1778339700000,2255744.236,5194527826.6608,2.2798,0.6951,0.3049,1.8563,0.6499,0.3501,2.5224,25793.715,10225.801
2026-05-09 15:30:00,1778340600000,2247054.463,5190503448.679993,2.283,0.6954,0.3046,1.8596,0.6503,0.3497,1.3614,33650.247,24717.775
2026-05-09 15:45:00,1778341500000,2238605.965,5177067312.83795,2.2819,0.6953,0.3047,1.8563,0.6499,0.3501,1.1688,28250.421,24170.464
2026-05-09 16:00:00,1778342400000,2221735.8,5147457574.128332,2.2765,0.6948,0.3052,1.8474,0.6488,0.3512,1.3062,39758.368,30438.941
2026-05-09 16:15:00,1778343300000,2210176.715,5127963607.0744,2.2468,0.692,0.308,1.8193,0.6453,0.3547,0.9223,23952.572,25971.401
2026-05-09 16:30:00,1778344200000,2205899.387,5115139757.695394,2.2541,0.6927,0.3073,1.8353,0.6473,0.3527,0.4273,23298.659,54519.425
2026-05-09 16:45:00,1778345100000,2193283.278,5087539891.6488,2.2457,0.6919,0.3081,1.8297,0.6466,0.3534,0.6449,16509.674,25601.308
2026-05-09 17:00:00,1778346000000,2198908.981,5099072025.13071,2.2404,0.6914,0.3086,1.8273,0.6463,0.3537,2.5206,96512.83,38289.33
2026-05-09 17:15:00,1778346900000,2187036.794,5094767822.72682,2.2383,0.6912,0.3088,1.8035,0.6433,0.3567,0.6924,24476.603,35352.069
2026-05-09 17:30:00,1778347800000,2184712.677,5092412320.19961,2.23,0.6904,0.3096,1.7972,0.6425,0.3575,1.1789,15956.503,13534.782
2026-05-09 17:45:00,1778348700000,2188617.902,5099166995.630942,2.2206,0.6895,0.3105,1.7894,0.6415,0.3585,1.0694,14967.228,13996.209
2026-05-09 18:00:00,1778349600000,2188717.432,5097107042.81592,2.2031,0.6878,0.3122,1.7755,0.6397,0.3603,1.2699,9001.622,7088.379
